state,utility_clean_names,service_type,utility_type,year,month,number_of_customers_total,number_of_disconnections,number_of_reconnections,disconnection_rate,reconnection_rate,State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Virginia,Appalachian Power,Electric,IOU,2020,April,455402,5,0,1.09793105871296e-05,0,Virginia,Appalachian Power,2020,April,5,455402,1.09793105871296e-05
Virginia,Appalachian Power,Electric,IOU,2020,May,455634,0,0,0,0,Virginia,Appalachian Power,2020,May,0,455634,0
Virginia,Appalachian Power,Electric,IOU,2020,June,456262,0,0,0,0,Virginia,Appalachian Power,2020,June,0,456262,0
Virginia,Appalachian Power,Electric,IOU,2020,July,456692,0,0,0,0,Virginia,Appalachian Power,2020,July,0,456692,0
Virginia,Appalachian Power,Electric,IOU,2020,August,457032,0,0,0,0,Virginia,Appalachian Power,2020,August,0,457032,0
Virginia,Appalachian Power,Electric,IOU,2020,September,457585,0,0,0,0,Virginia,Appalachian Power,2020,September,0,457585,0
Virginia,Appalachian Power,Electric,IOU,2020,October,457959,0,0,0,0,Virginia,Appalachian Power,2020,October,0,457959,0
Virginia,Appalachian Power,Electric,IOU,2020,November,458076,0,0,0,0,Virginia,Appalachian Power,2020,November,0,458076,0
Virginia,Appalachian Power,Electric,IOU,2020,December,458440,0,0,0,0,Virginia,Appalachian Power,2020,December,0,458440,0
Virginia,Appalachian Power,Electric,IOU,2021,January,458930,0,0,0,0,Virginia,Appalachian Power,2021,January,0,458930,0
Virginia,Appalachian Power,Electric,IOU,2021,February,459015,0,0,0,0,Virginia,Appalachian Power,2021,February,0,459015,0
Virginia,Appalachian Power,Electric,IOU,2021,March,459661,0,0,0,0,Virginia,Appalachian Power,2021,March,0,459661,0
Virginia,Appalachian Power,Electric,IOU,2021,April,459633,0,0,0,0,Virginia,Appalachian Power,2021,April,0,459633,0
Virginia,Appalachian Power,Electric,IOU,2021,May,459620,0,0,0,0,Virginia,Appalachian Power,2021,May,0,459620,0
Virginia,Appalachian Power,Electric,IOU,2021,June,460137,0,0,0,0,Virginia,Appalachian Power,2021,June,0,460137,0
Virginia,Appalachian Power,Electric,IOU,2021,July,460246,0,0,0,0,Virginia,Appalachian Power,2021,July,0,460246,0
Virginia,Appalachian Power,Electric,IOU,2021,August,460603,0,0,0,0,Virginia,Appalachian Power,2021,August,0,460603,0
Virginia,Appalachian Power,Electric,IOU,2021,September,460783,0,0,0,0,Virginia,Appalachian Power,2021,September,0,460783,0
Virginia,Appalachian Power,Electric,IOU,2021,October,460909,0,0,0,0,Virginia,Appalachian Power,2021,October,0,460909,0
Virginia,Appalachian Power,Electric,IOU,2021,November,461446,0,0,0,0,Virginia,Appalachian Power,2021,November,0,461446,0
Virginia,Appalachian Power,Electric,IOU,2021,December,461537,0,0,0,0,Virginia,Appalachian Power,2021,December,0,461537,0
Virginia,Appalachian Power,Electric,IOU,2022,January,462280,2,0,4.32638227913818e-06,0,Virginia,Appalachian Power,2022,January,2,462280,4.32638227913818e-06
Virginia,Appalachian Power,Electric,IOU,2022,February,461624,7332,0,0.0158830563402249,0,Virginia,Appalachian Power,2022,February,7332,461624,0.0158830563402249
Virginia,Appalachian Power,Electric,IOU,2022,March,459951,12456,0,0.0270811456002922,0,Virginia,Appalachian Power,2022,March,12456,459951,0.0270811456002922
Virginia,Appalachian Power,Electric,IOU,2022,April,459655,7961,0,0.0173195113726599,0,Virginia,Appalachian Power,2022,April,7961,459655,0.0173195113726599
Virginia,Appalachian Power,Electric,IOU,2022,May,459238,8426,0,0.0183477848087484,0,Virginia,Appalachian Power,2022,May,8426,459238,0.0183477848087484
Virginia,Appalachian Power,Electric,IOU,2022,June,459488,8144,0,0.0177240754927223,0,Virginia,Appalachian Power,2022,June,8144,459488,0.0177240754927223
Virginia,Appalachian Power,Electric,IOU,2022,July,459473,6262,0,0.0136286571789855,0,Virginia,Appalachian Power,2022,July,6262,459473,0.0136286571789855
Virginia,Appalachian Power,Electric,IOU,2022,August,460335,7406,0,0.0160882835326447,0,Virginia,Appalachian Power,2022,August,7406,460335,0.0160882835326447
Virginia,Appalachian Power,Electric,IOU,2022,September,460641,6586,0,0.0142974680933742,0,Virginia,Appalachian Power,2022,September,6586,460641,0.0142974680933742
Virginia,Appalachian Power,Electric,IOU,2022,October,811743,6284,0,0.00774136641769624,0,Virginia,Appalachian Power,2022,October,6284,811743,0.00774136641769624
Virginia,Appalachian Power,Electric,IOU,2022,November,460885,3487,0,0.0075658786899118,0,Virginia,Appalachian Power,2022,November,3487,460885,0.0075658786899118
Virginia,Appalachian Power,Electric,IOU,2022,December,461272,1790,0,0.00388057371789313,0,Virginia,Appalachian Power,2022,December,1790,461272,0.00388057371789313
Virginia,Appalachian Power,Electric,IOU,2023,January,462387,5180,0,0.0112027371011728,0,Virginia,Appalachian Power,2023,January,5180,462387,0.0112027371011728
Virginia,Appalachian Power,Electric,IOU,2023,February,812795,7180,0,0.00883371575858611,0,Virginia,Appalachian Power,2023,February,7180,812795,0.00883371575858611
Virginia,Atmos Energy Corporation,Gas,IOU,2009,January,,48,0,,,Virginia,Atmos Energy Corporation,2009,January,48,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,February,,48,0,,,Virginia,Atmos Energy Corporation,2009,February,48,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,March,,110,0,,,Virginia,Atmos Energy Corporation,2009,March,110,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,April,,163,0,,,Virginia,Atmos Energy Corporation,2009,April,163,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,May,,124,0,,,Virginia,Atmos Energy Corporation,2009,May,124,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,June,,77,0,,,Virginia,Atmos Energy Corporation,2009,June,77,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,July,,52,0,,,Virginia,Atmos Energy Corporation,2009,July,52,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,August,,33,0,,,Virginia,Atmos Energy Corporation,2009,August,33,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,September,,14,0,,,Virginia,Atmos Energy Corporation,2009,September,14,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,October,,21,0,,,Virginia,Atmos Energy Corporation,2009,October,21,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,November,,7,0,,,Virginia,Atmos Energy Corporation,2009,November,7,,
Virginia,Atmos Energy Corporation,Gas,IOU,2009,December,,6,0,,,Virginia,Atmos Energy Corporation,2009,December,6,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,January,,19,0,,,Virginia,Atmos Energy Corporation,2010,January,19,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,February,,10,0,,,Virginia,Atmos Energy Corporation,2010,February,10,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,March,,81,0,,,Virginia,Atmos Energy Corporation,2010,March,81,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,April,,117,0,,,Virginia,Atmos Energy Corporation,2010,April,117,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,May,,92,0,,,Virginia,Atmos Energy Corporation,2010,May,92,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,June,,87,0,,,Virginia,Atmos Energy Corporation,2010,June,87,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,July,,44,0,,,Virginia,Atmos Energy Corporation,2010,July,44,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,August,,27,0,,,Virginia,Atmos Energy Corporation,2010,August,27,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,September,,13,0,,,Virginia,Atmos Energy Corporation,2010,September,13,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,October,,16,0,,,Virginia,Atmos Energy Corporation,2010,October,16,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,November,,17,0,,,Virginia,Atmos Energy Corporation,2010,November,17,,
Virginia,Atmos Energy Corporation,Gas,IOU,2010,December,,1,0,,,Virginia,Atmos Energy Corporation,2010,December,1,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,January,,10,0,,,Virginia,Atmos Energy Corporation,2011,January,10,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,February,,67,0,,,Virginia,Atmos Energy Corporation,2011,February,67,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,March,,112,0,,,Virginia,Atmos Energy Corporation,2011,March,112,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,April,,141,0,,,Virginia,Atmos Energy Corporation,2011,April,141,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,May,,114,0,,,Virginia,Atmos Energy Corporation,2011,May,114,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,June,,102,0,,,Virginia,Atmos Energy Corporation,2011,June,102,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,July,,70,0,,,Virginia,Atmos Energy Corporation,2011,July,70,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,August,,28,0,,,Virginia,Atmos Energy Corporation,2011,August,28,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,September,,11,0,,,Virginia,Atmos Energy Corporation,2011,September,11,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,October,,12,0,,,Virginia,Atmos Energy Corporation,2011,October,12,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,November,,7,0,,,Virginia,Atmos Energy Corporation,2011,November,7,,
Virginia,Atmos Energy Corporation,Gas,IOU,2011,December,,10,0,,,Virginia,Atmos Energy Corporation,2011,December,10,,
Virginia,Atmos Energy Corporation,Gas,IOU,2012,January,18010,47,0,0.00260966129927818,0,Virginia,Atmos Energy Corporation,2012,January,47,18010,0.00260966129927818
Virginia,Atmos Energy Corporation,Gas,IOU,2012,February,17942,24,0,0.00133764351800245,0,Virginia,Atmos Energy Corporation,2012,February,24,17942,0.00133764351800245
Virginia,Atmos Energy Corporation,Gas,IOU,2012,March,18030,105,0,0.00582362728785358,0,Virginia,Atmos Energy Corporation,2012,March,105,18030,0.00582362728785358
Virginia,Atmos Energy Corporation,Gas,IOU,2012,April,17917,115,0,0.00641848523748395,0,Virginia,Atmos Energy Corporation,2012,April,115,17917,0.00641848523748395
Virginia,Atmos Energy Corporation,Gas,IOU,2012,May,17871,99,0,0.0055397011918751,0,Virginia,Atmos Energy Corporation,2012,May,99,17871,0.0055397011918751
Virginia,Atmos Energy Corporation,Gas,IOU,2012,June,17629,64,0,0.00363038175733167,0,Virginia,Atmos Energy Corporation,2012,June,64,17629,0.00363038175733167
Virginia,Atmos Energy Corporation,Gas,IOU,2012,July,17678,41,0,0.00231926688539428,0,Virginia,Atmos Energy Corporation,2012,July,41,17678,0.00231926688539428
Virginia,Atmos Energy Corporation,Gas,IOU,2012,August,17391,32,0,0.00184003220056351,0,Virginia,Atmos Energy Corporation,2012,August,32,17391,0.00184003220056351
Virginia,Atmos Energy Corporation,Gas,IOU,2012,September,17291,11,0,0.000636169105314904,0,Virginia,Atmos Energy Corporation,2012,September,11,17291,0.000636169105314904
Virginia,Atmos Energy Corporation,Gas,IOU,2012,October,17439,16,0,0.000917483800676644,0,Virginia,Atmos Energy Corporation,2012,October,16,17439,0.000917483800676644
Virginia,Atmos Energy Corporation,Gas,IOU,2012,November,17860,63,0,0.00352743561030235,0,Virginia,Atmos Energy Corporation,2012,November,63,17860,0.00352743561030235
Virginia,Atmos Energy Corporation,Gas,IOU,2012,December,17860,4,0,0.000223964165733483,0,Virginia,Atmos Energy Corporation,2012,December,4,17860,0.000223964165733483
Virginia,Atmos Energy Corporation,Gas,IOU,2013,January,18005,25,0,0.00138850319355735,0,Virginia,Atmos Energy Corporation,2013,January,25,18005,0.00138850319355735
Virginia,Atmos Energy Corporation,Gas,IOU,2013,February,18001,19,0,0.00105549691683795,0,Virginia,Atmos Energy Corporation,2013,February,19,18001,0.00105549691683795
Virginia,Atmos Energy Corporation,Gas,IOU,2013,March,18011,3,0,0.000166564877019599,0,Virginia,Atmos Energy Corporation,2013,March,3,18011,0.000166564877019599
Virginia,Atmos Energy Corporation,Gas,IOU,2013,April,18040,74,0,0.0041019955654102,0,Virginia,Atmos Energy Corporation,2013,April,74,18040,0.0041019955654102
Virginia,Atmos Energy Corporation,Gas,IOU,2013,May,17996,0,0,0,0,Virginia,Atmos Energy Corporation,2013,May,0,17996,0
Virginia,Atmos Energy Corporation,Gas,IOU,2013,June,17750,0,0,0,0,Virginia,Atmos Energy Corporation,2013,June,0,17750,0
Virginia,Atmos Energy Corporation,Gas,IOU,2013,July,17965,0,0,0,0,Virginia,Atmos Energy Corporation,2013,July,0,17965,0
Virginia,Atmos Energy Corporation,Gas,IOU,2013,August,17920,0,0,0,0,Virginia,Atmos Energy Corporation,2013,August,0,17920,0
Virginia,Atmos Energy Corporation,Gas,IOU,2013,September,17709,23,0,0.00129877463436671,0,Virginia,Atmos Energy Corporation,2013,September,23,17709,0.00129877463436671
Virginia,Atmos Energy Corporation,Gas,IOU,2013,October,17824,25,0,0.00140260323159785,0,Virginia,Atmos Energy Corporation,2013,October,25,17824,0.00140260323159785
Virginia,Atmos Energy Corporation,Gas,IOU,2013,November,17825,5,0,0.000280504908835905,0,Virginia,Atmos Energy Corporation,2013,November,5,17825,0.000280504908835905
Virginia,Atmos Energy Corporation,Gas,IOU,2013,December,17892,9,0,0.000503018108651912,0,Virginia,Atmos Energy Corporation,2013,December,9,17892,0.000503018108651912
Virginia,Atmos Energy Corporation,Gas,IOU,2014,January,18310,0,0,0,0,Virginia,Atmos Energy Corporation,2014,January,0,18310,0
Virginia,Atmos Energy Corporation,Gas,IOU,2014,February,18258,42,0,0.00230036148537627,0,Virginia,Atmos Energy Corporation,2014,February,42,18258,0.00230036148537627
Virginia,Atmos Energy Corporation,Gas,IOU,2014,March,18135,57,0,0.00314309346567411,0,Virginia,Atmos Energy Corporation,2014,March,57,18135,0.00314309346567411
Virginia,Atmos Energy Corporation,Gas,IOU,2014,April,18175,235,0,0.01292984869326,0,Virginia,Atmos Energy Corporation,2014,April,235,18175,0.01292984869326
Virginia,Atmos Energy Corporation,Gas,IOU,2014,May,18243,239,0,0.013100915419613,0,Virginia,Atmos Energy Corporation,2014,May,239,18243,0.013100915419613
Virginia,Atmos Energy Corporation,Gas,IOU,2014,June,17803,190,0,0.0106723585912487,0,Virginia,Atmos Energy Corporation,2014,June,190,17803,0.0106723585912487
Virginia,Atmos Energy Corporation,Gas,IOU,2014,July,17941,21,0,0.00117050331642606,0,Virginia,Atmos Energy Corporation,2014,July,21,17941,0.00117050331642606
Virginia,Atmos Energy Corporation,Gas,IOU,2014,August,17636,48,0,0.00272170560217736,0,Virginia,Atmos Energy Corporation,2014,August,48,17636,0.00272170560217736
Virginia,Atmos Energy Corporation,Gas,IOU,2014,September,17528,9,0,0.000513464171611137,0,Virginia,Atmos Energy Corporation,2014,September,9,17528,0.000513464171611137
Virginia,Atmos Energy Corporation,Gas,IOU,2014,October,17528,30,0,0.00171154723870379,0,Virginia,Atmos Energy Corporation,2014,October,30,17528,0.00171154723870379
Virginia,Atmos Energy Corporation,Gas,IOU,2014,November,17729,6,0,0.000338428563370749,0,Virginia,Atmos Energy Corporation,2014,November,6,17729,0.000338428563370749
Virginia,Atmos Energy Corporation,Gas,IOU,2014,December,18129,2,0,0.000110320480997297,0,Virginia,Atmos Energy Corporation,2014,December,2,18129,0.000110320480997297
Virginia,Atmos Energy Corporation,Gas,IOU,2015,January,18164,0,0,0,0,Virginia,Atmos Energy Corporation,2015,January,0,18164,0
Virginia,Atmos Energy Corporation,Gas,IOU,2015,February,18200,0,0,0,0,Virginia,Atmos Energy Corporation,2015,February,0,18200,0
Virginia,Atmos Energy Corporation,Gas,IOU,2015,March,18354,163,0,0.0088808978969162,0,Virginia,Atmos Energy Corporation,2015,March,163,18354,0.0088808978969162
Virginia,Atmos Energy Corporation,Gas,IOU,2015,April,18336,184,0,0.0100349040139616,0,Virginia,Atmos Energy Corporation,2015,April,184,18336,0.0100349040139616
Virginia,Atmos Energy Corporation,Gas,IOU,2015,May,18243,168,0,0.00920901167571123,0,Virginia,Atmos Energy Corporation,2015,May,168,18243,0.00920901167571123
Virginia,Atmos Energy Corporation,Gas,IOU,2015,June,18092,126,0,0.00696440415653327,0,Virginia,Atmos Energy Corporation,2015,June,126,18092,0.00696440415653327
Virginia,Atmos Energy Corporation,Gas,IOU,2015,July,18055,73,0,0.00404320132927167,0,Virginia,Atmos Energy Corporation,2015,July,73,18055,0.00404320132927167
Virginia,Atmos Energy Corporation,Gas,IOU,2015,August,17779,59,0,0.0033185218516227,0,Virginia,Atmos Energy Corporation,2015,August,59,17779,0.0033185218516227
Virginia,Atmos Energy Corporation,Gas,IOU,2015,September,17574,30,0,0.00170706725844998,0,Virginia,Atmos Energy Corporation,2015,September,30,17574,0.00170706725844998
Virginia,Atmos Energy Corporation,Gas,IOU,2015,October,17602,17,0,0.000965799340983979,0,Virginia,Atmos Energy Corporation,2015,October,17,17602,0.000965799340983979
Virginia,Atmos Energy Corporation,Gas,IOU,2015,November,17822,4,0,0.000224441701268096,0,Virginia,Atmos Energy Corporation,2015,November,4,17822,0.000224441701268096
Virginia,Atmos Energy Corporation,Gas,IOU,2015,December,18009,27,0,0.00149925037481259,0,Virginia,Atmos Energy Corporation,2015,December,27,18009,0.00149925037481259
Virginia,Atmos Energy Corporation,Gas,IOU,2016,January,18153,8,0,0.000440698507133807,0,Virginia,Atmos Energy Corporation,2016,January,8,18153,0.000440698507133807
Virginia,Atmos Energy Corporation,Gas,IOU,2016,February,18202,0,0,0,0,Virginia,Atmos Energy Corporation,2016,February,0,18202,0
